rank,feature,mean_abs_shap
790,drishti_saturn_mercury,0.000000
791,drishti_saturn_jupiter,0.000000
792,drishti_saturn_venus,0.000000
793,drishti_saturn_saturn,0.000000
794,drishti_saturn_ketu,0.000000
795,drishti_rahu_moon,0.000000
796,drishti_rahu_mars,0.000000
797,drishti_rahu_jupiter,0.000000
798,drishti_rahu_venus,0.000000
799,drishti_rahu_saturn,0.000000
800,drishti_rahu_rahu,0.000000
801,drishti_rahu_ketu,0.000000
802,drishti_ketu_sun,0.000000
803,drishti_ketu_mars,0.000000
804,drishti_ketu_mercury,0.000000
805,drishti_ketu_jupiter,0.000000
806,drishti_ketu_venus,0.000000
807,drishti_ketu_saturn,0.000000
808,drishti_ketu_rahu,0.000000
809,drishti_ketu_ketu,0.000000
810,d2_sun_sign,0.000000
811,d2_moon_sign,0.000000
812,d2_mercury_sign,0.000000
813,d2_jupiter_sign,0.000000
814,d2_venus_sign,0.000000
815,d2_saturn_sign,0.000000
816,d2_ketu_sign,0.000000
817,d3_moon_sign,0.000000
818,d3_ketu_sign,0.000000
819,d4_moon_sign,0.000000
820,d4_saturn_sign,0.000000
821,d7_sun_sign,0.000000
822,d7_mars_sign,0.000000
823,d12_sun_sign,0.000000
824,d12_venus_sign,0.000000
825,d24_sun_sign,0.000000
826,d24_venus_sign,0.000000
827,d24_ketu_sign,0.000000
828,d30_ketu_sign,0.000000
829,house_from_sun_sun,0.000000
830,house_from_moon_moon,0.000000
831,house_from_moon_venus,0.000000
832,house_from_sun_venus,0.000000
833,house_from_sun_ketu,0.000000
834,panchanga_paksha,0.000000
835,panchanga_vara,0.000000
836,yoga_hamsa,0.000000
837,yoga_malavya,0.000000
838,yoga_ruchaka,0.000000
839,yoga_sasa,0.000000
840,yoga_gajakesari,0.000000
841,yoga_budha_aditya,0.000000
842,aspect_orb_sun_sun,0.000000
843,aspect_orb_sun_mercury,0.000000
844,aspect_orb_sun_venus,0.000000
845,aspect_orb_sun_ketu,0.000000
846,aspect_orb_moon_sun,0.000000
847,aspect_orb_moon_moon,0.000000
848,aspect_orb_moon_ketu,0.000000
849,aspect_orb_mars_mars,0.000000
850,aspect_orb_mercury_sun,0.000000
851,aspect_orb_mercury_moon,0.000000
852,aspect_orb_mercury_mercury,0.000000
853,aspect_orb_mercury_venus,0.000000
854,aspect_orb_mercury_ketu,0.000000
855,aspect_orb_jupiter_jupiter,0.000000
856,aspect_orb_venus_sun,0.000000
857,aspect_orb_venus_moon,0.000000
858,aspect_orb_venus_mercury,0.000000
859,aspect_orb_venus_venus,0.000000
860,aspect_orb_venus_ketu,0.000000
861,aspect_orb_saturn_venus,0.000000
862,aspect_orb_saturn_saturn,0.000000
863,aspect_orb_rahu_jupiter,0.000000
864,aspect_orb_rahu_rahu,0.000000
865,aspect_orb_rahu_ketu,0.000000
866,aspect_orb_ketu_jupiter,0.000000
867,aspect_orb_ketu_rahu,0.000000
868,aspect_orb_ketu_ketu,0.000000
869,moon_phase_normalized,0.000000
870,d9_ketu_deg,0.000000
871,d10_ketu_deg,0.000000
872,d12_ketu_deg,0.000000
873,t_nak_sun,0.000000
874,t_house_sun,0.000000
875,t_nak_moon,0.000000
876,t_nak_mars,0.000000
877,t_nak_mercury,0.000000
878,t_nak_jupiter,0.000000
879,t_house_jupiter,0.000000
880,t_nak_venus,0.000000
881,t_nak_saturn,0.000000
882,t_nak_rahu,0.000000
883,t_house_rahu,0.000000
884,t_nak_ketu,0.000000
885,t_house_ketu,0.000000
886,t_dist_mercury_ketu,0.000000
887,t_dist_jupiter_ketu,0.000000
888,t_dist_rahu_ketu,0.000000
889,t_rx_sun,0.000000
890,t_stationary_sun,0.000000
891,t_combust_sun,0.000000
892,t_oob_sun,0.000000
893,t_rx_moon,0.000000
894,t_stationary_moon,0.000000
895,t_combust_moon,0.000000
896,t_oob_moon,0.000000
897,t_rx_mars,0.000000
898,t_stationary_mars,0.000000
899,t_rx_mercury,0.000000
900,t_stationary_mercury,0.000000
901,t_oob_mercury,0.000000
902,t_rx_jupiter,0.000000
903,t_stationary_jupiter,0.000000
904,t_oob_jupiter,0.000000
905,t_rx_venus,0.000000
906,t_stationary_venus,0.000000
907,t_oob_venus,0.000000
908,t_rx_saturn,0.000000
909,t_stationary_saturn,0.000000
910,t_combust_saturn,0.000000
911,t_oob_saturn,0.000000
912,t_rx_rahu,0.000000
913,t_stationary_rahu,0.000000
914,t_combust_rahu,0.000000
915,t_lat_rahu,0.000000
916,t_vel_ketu,0.000000
917,t_rx_ketu,0.000000
918,t_stationary_ketu,0.000000
919,t_combust_ketu,0.000000
920,t_lat_ketu,0.000000
921,t_dec_ketu,0.000000
922,t_oob_ketu,0.000000
923,t_sav_house_2,0.000000
924,t_bav_in_sign_mercury,0.000000
925,t_bav_in_sign_saturn,0.000000
926,t_d9_jupiter_sign,0.000000
927,t_disp_depth_mercury,0.000000
928,t_disp_depth_jupiter,0.000000
929,t_disp_depth_venus,0.000000
930,t_disp_depth_saturn,0.000000
931,t_disp_depth_rahu,0.000000
932,t_dispositor_ketu,0.000000
933,t_lagna_sign,0.000000
934,t_acc_ketu,0.000000
935,t_jerk_ketu,0.000000
936,t_drishti_sun_sun,0.000000
937,t_drishti_sun_moon,0.000000
938,t_drishti_sun_mars,0.000000
939,t_drishti_sun_mercury,0.000000
940,t_drishti_sun_jupiter,0.000000
941,t_drishti_sun_venus,0.000000
942,t_drishti_sun_saturn,0.000000
943,t_drishti_sun_rahu,0.000000
944,t_drishti_sun_ketu,0.000000
945,t_drishti_moon_sun,0.000000
946,t_drishti_moon_moon,0.000000
947,t_drishti_moon_mars,0.000000
948,t_drishti_moon_mercury,0.000000
949,t_drishti_moon_jupiter,0.000000
950,t_drishti_moon_venus,0.000000
951,t_drishti_moon_saturn,0.000000
952,t_drishti_moon_rahu,0.000000
953,t_drishti_moon_ketu,0.000000
954,t_drishti_mars_sun,0.000000
955,t_drishti_mars_mars,0.000000
956,t_drishti_mars_mercury,0.000000
957,t_drishti_mars_saturn,0.000000
958,t_drishti_mars_rahu,0.000000
959,t_drishti_mars_ketu,0.000000
960,t_drishti_mercury_sun,0.000000
961,t_drishti_mercury_moon,0.000000
962,t_drishti_mercury_mars,0.000000
963,t_drishti_mercury_mercury,0.000000
964,t_drishti_mercury_jupiter,0.000000
965,t_drishti_mercury_venus,0.000000
966,t_drishti_mercury_saturn,0.000000
967,t_drishti_mercury_rahu,0.000000
968,t_drishti_mercury_ketu,0.000000
969,t_drishti_jupiter_sun,0.000000
970,t_drishti_jupiter_moon,0.000000
971,t_drishti_jupiter_mars,0.000000
972,t_drishti_jupiter_jupiter,0.000000
973,t_drishti_jupiter_venus,0.000000
974,t_drishti_jupiter_saturn,0.000000
975,t_drishti_jupiter_rahu,0.000000
976,t_drishti_jupiter_ketu,0.000000
977,t_drishti_venus_sun,0.000000
978,t_drishti_venus_moon,0.000000
979,t_drishti_venus_mars,0.000000
980,t_drishti_venus_mercury,0.000000
981,t_drishti_venus_jupiter,0.000000
982,t_drishti_venus_venus,0.000000
983,t_drishti_venus_saturn,0.000000
984,t_drishti_venus_rahu,0.000000
985,t_drishti_venus_ketu,0.000000
986,t_drishti_saturn_moon,0.000000
987,t_drishti_saturn_mercury,0.000000
988,t_drishti_saturn_jupiter,0.000000
989,t_drishti_saturn_saturn,0.000000
990,t_drishti_saturn_ketu,0.000000
991,t_drishti_rahu_sun,0.000000
992,t_drishti_rahu_mars,0.000000
993,t_drishti_rahu_mercury,0.000000
994,t_drishti_rahu_jupiter,0.000000
995,t_drishti_rahu_venus,0.000000
996,t_drishti_rahu_saturn,0.000000
997,t_drishti_rahu_rahu,0.000000
998,t_drishti_rahu_ketu,0.000000
999,t_drishti_ketu_sun,0.000000
1000,t_drishti_ketu_moon,0.000000
1001,t_drishti_ketu_mars,0.000000
1002,t_drishti_ketu_mercury,0.000000
1003,t_drishti_ketu_jupiter,0.000000
1004,t_drishti_ketu_venus,0.000000
1005,t_drishti_ketu_saturn,0.000000
1006,t_drishti_ketu_rahu,0.000000
1007,t_drishti_ketu_ketu,0.000000
1008,t_d2_moon_sign,0.000000
1009,t_d2_mars_sign,0.000000
1010,t_d2_jupiter_sign,0.000000
1011,t_d2_venus_sign,0.000000
1012,t_d2_rahu_sign,0.000000
1013,t_d2_ketu_sign,0.000000
1014,t_d3_moon_sign,0.000000
1015,t_d4_ketu_sign,0.000000
1016,t_d24_moon_sign,0.000000
1017,t_d24_ketu_sign,0.000000
1018,t_d30_ketu_sign,0.000000
1019,t_house_from_sun_sun,0.000000
1020,t_house_from_moon_moon,0.000000
1021,t_house_from_moon_mercury,0.000000
1022,t_house_from_sun_jupiter,0.000000
1023,t_house_from_sun_saturn,0.000000
1024,t_house_from_sun_ketu,0.000000
1025,t_panchanga_tithi,0.000000
1026,t_panchanga_paksha,0.000000
1027,t_yoga_bhadra,0.000000
1028,t_yoga_hamsa,0.000000
1029,t_yoga_ruchaka,0.000000
1030,t_yoga_sasa,0.000000
1031,t_yoga_budha_aditya,0.000000
1032,t_aspect_orb_sun_sun,0.000000
1033,t_aspect_orb_sun_mercury,0.000000
1034,t_aspect_orb_sun_venus,0.000000
1035,t_aspect_orb_sun_ketu,0.000000
1036,t_aspect_orb_moon_sun,0.000000
1037,t_aspect_orb_moon_moon,0.000000
1038,t_aspect_orb_moon_ketu,0.000000
1039,t_aspect_orb_mars_mars,0.000000
1040,t_aspect_orb_mercury_sun,0.000000
1041,t_aspect_orb_mercury_moon,0.000000
1042,t_aspect_orb_mercury_mercury,0.000000
1043,t_aspect_orb_mercury_venus,0.000000
1044,t_aspect_orb_mercury_ketu,0.000000
1045,t_aspect_orb_jupiter_jupiter,0.000000
1046,t_aspect_orb_venus_sun,0.000000
1047,t_aspect_orb_venus_moon,0.000000
1048,t_aspect_orb_venus_mercury,0.000000
1049,t_aspect_orb_venus_venus,0.000000
1050,t_aspect_orb_venus_ketu,0.000000
1051,t_aspect_orb_saturn_saturn,0.000000
1052,t_aspect_orb_rahu_jupiter,0.000000
1053,t_aspect_orb_rahu_rahu,0.000000
1054,t_aspect_orb_rahu_ketu,0.000000
1055,t_aspect_orb_ketu_jupiter,0.000000
1056,t_aspect_orb_ketu_rahu,0.000000
1057,t_aspect_orb_ketu_ketu,0.000000
1058,t_moon_phase_normalized,0.000000
1059,t_d9_ketu_deg,0.000000
1060,t_d10_ketu_deg,0.000000
1061,t_d12_ketu_deg,0.000000
1062,cross_lon_ketu,0.000000
1063,kantaka_shani,0.000000
1064,ashtama_shani,0.000000
